fileName, processingTime, fitness
100.410.430142855.cnf,89.1875,380
100.410.447004890.cnf,85.578125,380
100.410.455731701.cnf,86.9375,379
100.410.456412111.cnf,86.890625,378
100.410.493366755.cnf,86.625,379
100.410.536371506.cnf,87.5,381
100.410.59012100.cnf,86.640625,381
100.410.593203825.cnf,86.453125,383
100.410.699718290.cnf,87.09375,379
100.410.699744512.cnf,85.8125,378
100.410.703539617.cnf,87.78125,382
100.410.714373159.cnf,88.234375,382
100.410.730428774.cnf,90.3125,380
100.410.748497649.cnf,87.015625,382
100.410.865550131.cnf,85.390625,379
100.410.884024713.cnf,85.0,381
100.410.885938738.cnf,86.984375,381
100.410.891788457.cnf,86.4375,381
100.410.943139823.cnf,89.828125,380
100.410.947230899.cnf,88.890625,381
100.410.951635834.cnf,89.140625,386
100.410.956835828.cnf,85.1875,383
100.410.965077260.cnf,84.65625,381
100.420.1004370250.cnf,92.609375,389
100.420.1018887015.cnf,91.671875,394
100.420.1027789284.cnf,91.484375,391
100.420.103750882.cnf,95.875,392
100.420.105354414.cnf,94.234375,387
100.420.1137516528.cnf,94.0,392
100.420.1182894637.cnf,93.578125,389
100.420.1244568963.cnf,95.4375,388
100.420.1252715679.cnf,93.671875,391
100.420.1301491304.cnf,91.078125,391
100.420.1338323141.cnf,89.90625,392
100.420.143119294.cnf,91.375,392
100.420.143200046.cnf,90.515625,391
100.420.18433043.cnf,90.421875,392
100.420.212275068.cnf,91.25,393
100.420.236603380.cnf,91.359375,388
100.420.248389397.cnf,89.4375,392
100.420.250339992.cnf,90.875,392
100.420.254227893.cnf,90.03125,390
100.420.259141876.cnf,91.203125,388
100.420.264006863.cnf,90.921875,390
100.420.279259170.cnf,91.453125,390
100.420.306915120.cnf,90.40625,388
100.420.350899733.cnf,91.09375,388
100.420.462406586.cnf,89.984375,387
100.420.508764440.cnf,90.625,389
100.420.513314709.cnf,90.75,390
100.420.517278458.cnf,91.609375,390
100.420.518689011.cnf,90.859375,397
100.420.520571188.cnf,91.328125,389
100.420.529185557.cnf,91.1875,392
100.420.554788831.cnf,90.390625,394
100.420.604335459.cnf,90.921875,393
100.420.6076625.cnf,90.71875,391
100.420.608137651.cnf,91.0625,388
100.420.631989035.cnf,91.234375,388
100.420.648503742.cnf,90.34375,389
100.420.655542588.cnf,90.53125,390
100.420.660152703.cnf,90.484375,391
100.420.720084340.cnf,91.265625,388
100.420.727977011.cnf,91.3125,389
100.420.760693063.cnf,90.453125,393
100.420.77495801.cnf,90.765625,389
100.420.779746526.cnf,90.734375,391
100.420.783505917.cnf,90.734375,390
100.420.78668076.cnf,91.015625,390
100.420.837469646.cnf,90.40625,390
100.420.918981202.cnf,90.84375,390
100.420.940484221.cnf,90.375,389
100.420.94472846.cnf,90.34375,390
100.430.1009492299.cnf,98.078125,397
100.430.1026925615.cnf,98.078125,401
100.430.1109013847.cnf,97.3125,400
100.430.1144243042.cnf,97.109375,400
100.430.1145009819.cnf,97.09375,399
100.430.11841216.cnf,97.75,399
100.430.1190092751.cnf,97.390625,398
100.430.1198532553.cnf,98.171875,399
100.430.1230680788.cnf,97.6875,400
100.430.1264799022.cnf,97.296875,397
100.430.1272843192.cnf,97.875,397
100.430.1291431781.cnf,96.921875,399
100.430.1295553926.cnf,98.328125,399
100.430.1309663570.cnf,97.78125,402
100.430.1311725926.cnf,97.4375,397
100.430.1332119530.cnf,97.375,400
100.430.1362651598.cnf,97.359375,402
100.430.138787627.cnf,97.6875,400
100.430.165418000.cnf,97.875,400
100.430.169712775.cnf,97.984375,400
100.430.189575513.cnf,97.625,398
100.430.250643689.cnf,98.140625,399
100.430.283929550.cnf,97.4375,398
100.430.294942140.cnf,97.5625,400
100.430.297670159.cnf,98.1875,401
100.430.31052356.cnf,98.609375,398
100.430.311192608.cnf,97.1875,398
100.430.312952587.cnf,97.390625,405
100.430.332966265.cnf,97.640625,402
100.430.345819663.cnf,98.40625,396
100.430.402460209.cnf,97.4375,402
100.430.412627036.cnf,96.359375,401
100.430.424141971.cnf,97.609375,396
100.430.430833627.cnf,97.453125,400
100.430.452966654.cnf,97.171875,397
100.430.470266958.cnf,98.671875,399
100.430.548412766.cnf,97.84375,398
100.430.618397536.cnf,96.78125,401
100.430.635040118.cnf,98.234375,401
100.430.671555998.cnf,97.453125,399
100.430.676259029.cnf,98.1875,400
100.430.818546406.cnf,98.046875,401
100.430.855454777.cnf,97.40625,400
100.430.873008634.cnf,97.234375,398
100.430.883642754.cnf,97.96875,396
100.430.891876911.cnf,97.875,398
100.430.911209613.cnf,97.875,399
100.430.955921359.cnf,98.03125,400
100.430.975412199.cnf,97.765625,399
100.430.98717088.cnf,96.921875,401
100.440.1055366826.cnf,104.0625,409
100.440.1058678104.cnf,104.40625,409
100.440.1083045173.cnf,105.328125,408
100.440.1114956439.cnf,104.640625,406
100.440.1157971829.cnf,104.78125,415
100.440.1172890912.cnf,104.765625,407
100.440.1176126774.cnf,103.25,408
100.440.1218687394.cnf,104.484375,407
100.440.1306976744.cnf,103.640625,409
100.440.1336653464.cnf,105.015625,409
100.440.1341570152.cnf,105.125,408
100.440.1369153400.cnf,104.703125,408
100.440.1373334538.cnf,104.703125,407
100.440.142925087.cnf,104.015625,410
100.440.145777343.cnf,104.78125,410
100.440.176071722.cnf,104.875,411
100.440.223352132.cnf,104.421875,408
100.440.263082781.cnf,105.234375,408
100.440.276826985.cnf,104.5625,408
100.440.279437772.cnf,105.21875,406
100.440.281513920.cnf,104.9375,408
100.440.295658976.cnf,104.03125,411
100.440.307365877.cnf,104.53125,411
100.440.309266109.cnf,105.234375,410
100.440.313322538.cnf,104.671875,407
100.440.319437359.cnf,103.75,407
100.440.322562276.cnf,105.125,410
100.440.323252473.cnf,104.640625,410
100.440.365145208.cnf,104.4375,409
100.440.367330071.cnf,105.03125,409
100.440.399054951.cnf,104.484375,407
100.440.511157684.cnf,105.03125,409
100.440.547408509.cnf,103.640625,408
100.440.640374730.cnf,104.734375,408
100.440.682901286.cnf,104.53125,413
100.440.696662980.cnf,104.71875,407
100.440.718644139.cnf,103.96875,406
100.440.733279005.cnf,104.125,409
100.440.740896193.cnf,106.28125,407
100.440.767998326.cnf,106.875,408
100.440.788131367.cnf,105.5625,408
100.440.789166541.cnf,104.09375,407
100.440.803893564.cnf,104.265625,405
100.440.810950830.cnf,103.953125,406
100.440.811207404.cnf,104.390625,407
100.440.814030407.cnf,105.09375,409
100.440.822619456.cnf,105.453125,409
100.440.892511122.cnf,105.015625,410
100.440.911795405.cnf,104.546875,411
100.440.971561465.cnf,103.859375,408
100.450.1007582229.cnf,112.15625,416
100.450.1043369226.cnf,111.796875,420
100.450.1101475794.cnf,111.578125,418
100.450.1128886329.cnf,112.359375,421
100.450.1192161593.cnf,111.359375,417
100.450.1207763422.cnf,112.359375,419
100.450.1208596361.cnf,112.09375,415
100.450.1241741466.cnf,118.78125,419
100.450.1267817750.cnf,111.75,417
100.450.1268267724.cnf,111.5625,419
100.450.1280531473.cnf,111.96875,416
100.450.129152699.cnf,111.734375,417
100.450.1367308746.cnf,112.0625,419
100.450.159110324.cnf,111.640625,417
100.450.181773497.cnf,111.390625,417
100.450.185051212.cnf,111.21875,419
100.450.19073624.cnf,111.265625,419
100.450.232061476.cnf,112.4375,418
100.450.234222082.cnf,112.109375,418
100.450.244924402.cnf,111.3125,419
100.450.268823949.cnf,111.765625,417
100.450.27782894.cnf,111.953125,415
100.450.292993877.cnf,110.8125,415
100.450.299813349.cnf,111.453125,415
100.450.317312702.cnf,111.8125,413
100.450.379182505.cnf,112.109375,416
100.450.465510147.cnf,112.0,415
100.450.473731487.cnf,112.484375,417
100.450.562677102.cnf,111.84375,417
100.450.596395829.cnf,112.21875,415
100.450.617676236.cnf,112.375,417
100.450.621295037.cnf,111.90625,416
100.450.632072978.cnf,111.875,419
100.450.64481687.cnf,112.71875,420
100.450.646151308.cnf,112.46875,416
100.450.648893346.cnf,112.15625,417
100.450.661818827.cnf,111.796875,415
100.450.680081709.cnf,118.265625,416
100.450.685657939.cnf,111.234375,416
100.450.701186156.cnf,112.15625,415
100.450.755865893.cnf,112.375,417
100.450.771499479.cnf,112.421875,416
100.450.832057164.cnf,113.015625,419
100.450.912105512.cnf,112.109375,421
100.450.913828363.cnf,112.234375,418
100.450.919378425.cnf,112.1875,419
100.450.958149348.cnf,110.796875,419
100.450.975684953.cnf,112.03125,417
100.450.988280688.cnf,112.84375,420
100.450.993732303.cnf,111.59375,417
100.460.1014883666.cnf,118.9375,426
100.460.1027890229.cnf,120.234375,425
100.460.1034670663.cnf,118.9375,425
100.460.1035710439.cnf,119.53125,424
100.460.1058594877.cnf,119.96875,427
100.460.1072412257.cnf,119.921875,423
100.460.1092352123.cnf,120.125,429
100.460.1107530692.cnf,119.765625,425
100.460.1120465449.cnf,119.5625,425
100.460.1142210744.cnf,119.265625,426
100.460.1189894898.cnf,119.875,429
100.460.1190504159.cnf,119.3125,430
100.460.1220038146.cnf,119.171875,425
100.460.1229087645.cnf,120.203125,424
100.460.1248014670.cnf,119.75,426
100.460.133427116.cnf,120.25,426
100.460.1339750937.cnf,119.5,427
100.460.1365123519.cnf,119.796875,429
100.460.152641495.cnf,119.28125,426
100.460.152995728.cnf,120.53125,424
100.460.294886552.cnf,119.46875,426
100.460.353869069.cnf,119.453125,431
100.460.361726079.cnf,119.90625,429
100.460.377328835.cnf,119.53125,424
100.460.387910811.cnf,119.234375,428
100.460.472121275.cnf,119.96875,427
100.460.492020851.cnf,119.4375,428
100.460.494726053.cnf,118.5625,426
100.460.501195765.cnf,119.75,427
100.460.531137970.cnf,119.171875,426
100.460.543285046.cnf,119.09375,425
100.460.560748751.cnf,126.390625,424
100.460.597351851.cnf,119.390625,427
100.460.620825221.cnf,119.71875,425
100.460.655149865.cnf,119.1875,428
100.460.673819371.cnf,119.203125,426
100.460.700577847.cnf,120.09375,429
100.460.701101784.cnf,120.21875,427
100.460.745058687.cnf,119.40625,428
100.460.798117943.cnf,119.90625,427
100.460.80870092.cnf,119.453125,426
100.460.815142642.cnf,118.9375,428
100.460.817401592.cnf,118.484375,425
100.460.852152153.cnf,119.1875,425
100.460.85539484.cnf,119.109375,428
100.460.90785379.cnf,119.421875,426
100.460.921850402.cnf,119.640625,427
100.460.943901411.cnf,118.484375,426
100.460.962406099.cnf,119.421875,424
100.460.991891494.cnf,119.984375,426
